,experiment_id,section_thickness,specimen_id,plane,gene,gene_name,chromosome_id,entrez_id,genomic_reference_update_id,homologene_id,organism_id
1045,71358617,25,70494580,coronal,Thsd7b,"thrombospondin, type I, domain containing 7B",34.0,210417.0,491928275.0,18180.0,2
1046,73931421,25,71993651,coronal,Frmpd4,FERM and PDZ domain containing 4,57.0,333605.0,491928275.0,45843.0,2
1047,71670687,25,70822215,coronal,Plekhg1,"pleckstrin homology domain containing, family G (with RhoGef domain) member 1",35.0,213783.0,491928275.0,18897.0,2
1048,71670688,25,70822215,coronal,Prkg2,"protein kinase, cGMP-dependent, type II",50.0,19092.0,491928275.0,4556.0,2
1049,77332748,25,77238047,coronal,Svil,supervillin,44.0,225115.0,491928275.0,25090.0,2
1050,77332706,25,77238043,coronal,Hapln1,hyaluronan and proteoglycan link protein 1,39.0,12950.0,491928275.0,1420.0,2
1051,72007561,25,71167103,coronal,Hap1,huntingtin-associated protein 1,36.0,15114.0,491928275.0,2935.0,2
1052,70743880,25,70073524,coronal,Adck4,aarF domain containing kinase 4,52.0,76889.0,491928275.0,86731.0,2
1053,70743884,25,70073528,coronal,Saraf,store-operated calcium entry-associated regulatory factor,53.0,67887.0,491928275.0,9398.0,2
1054,70743895,25,70073437,coronal,Uap1,UDP-N-acetylglucosamine pyrophosphorylase 1,34.0,107652.0,491928275.0,2342.0,2
1055,70743896,25,70073437,coronal,Dlat,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex),54.0,235339.0,491928275.0,6814.0,2
1056,70743841,25,70073472,coronal,Mrpl12,mitochondrial ribosomal protein L12,36.0,56282.0,491928275.0,2212.0,2
1057,75651233,25,75078784,coronal,Vamp1,vesicle-associated membrane protein 1,51.0,22317.0,491928275.0,40678.0,2
1058,74425569,25,73568187,coronal,Afap1,actin filament associated protein 1,50.0,70292.0,491928275.0,11009.0,2
1059,73930809,25,71993663,coronal,Sytl5,synaptotagmin-like 5,57.0,236643.0,491928275.0,16345.0,2
1060,77340462,25,77238051,coronal,BC053994,cDNA sequence BC053994,47.0,381383.0,491928275.0,,2
1061,73930807,25,71993663,coronal,D830030K20Rik,RIKEN cDNA D830030K20 gene,40.0,320333.0,491928275.0,115686.0,2
1062,72283801,25,71282213,coronal,Fam180a,"family with sequence similarity 180, member A",51.0,208164.0,491928275.0,18283.0,2
1063,72007562,25,71167204,coronal,Manba,"mannosidase, beta A, lysosomal",48.0,110173.0,491928275.0,4317.0,2
1064,72007563,25,71167204,coronal,Sema3f,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",54.0,20350.0,491928275.0,20885.0,2
1065,70743883,25,70073528,coronal,Depdc7,DEP domain containing 7,47.0,211896.0,491928275.0,16386.0,2
1066,70743844,25,70073365,coronal,Cpne2,copine II,53.0,234577.0,491928275.0,27392.0,2
1067,70743842,25,70073365,coronal,Prdx3,peroxiredoxin 3,45.0,11757.0,491928275.0,4944.0,2
1068,77278977,25,77232683,coronal,Slc9a7,"solute carrier family 9 (sodium/hydrogen exchanger), member 7",57.0,236727.0,491928275.0,32785.0,2
1069,75650862,25,75064011,coronal,Sgk3,serum/glucocorticoid regulated kinase 3,34.0,170755.0,491928275.0,56582.0,2
1070,75080694,25,74899389,coronal,Tns3,tensin 3,36.0,319939.0,491928275.0,49713.0,2
1071,75080998,25,74899344,coronal,Robo2,roundabout homolog 2 (Drosophila),42.0,268902.0,491928275.0,43188.0,2
1072,75081001,25,74899344,coronal,Oxtr,oxytocin receptor,51.0,18430.0,491928275.0,20255.0,2
1073,74511805,25,73573612,coronal,Flot2,flotillin 2,36.0,14252.0,491928275.0,3293.0,2
1074,74511849,25,73573624,coronal,Rgs10,regulator of G-protein signalling 10,52.0,67865.0,491928275.0,37710.0,2
1075,74047856,25,72147821,coronal,Kcnb1,"potassium voltage gated channel, Shab-related subfamily, member 1",47.0,16500.0,491928275.0,37988.0,2
1076,73635975,25,71456224,coronal,Slc8a1,"solute carrier family 8 (sodium/calcium exchanger), member 1",43.0,20541.0,491928275.0,69090.0,2
1077,72007747,25,71167221,coronal,Nxn,nucleoredoxin,36.0,18230.0,491928275.0,69028.0,2
1078,71587822,25,70516721,coronal,Cacna1g,"calcium channel, voltage-dependent, T type, alpha 1G subunit",36.0,12291.0,491928275.0,22544.0,2
1079,73931414,25,71993683,coronal,Rnf19a,ring finger protein 19A,41.0,30945.0,491928275.0,8501.0,2
1080,73930820,25,71993663,coronal,Acyp2,"acylphosphatase 2, muscle type",36.0,75572.0,491928275.0,41776.0,2
1081,72338698,25,71298802,coronal,Sim1,single-minded homolog 1 (Drosophila),35.0,20464.0,491928275.0,3715.0,2
1082,72338724,25,71298802,coronal,LOC381076,"gene model 937, (NCBI)",43.0,381076.0,491928275.0,,2
1083,72008120,25,71185654,coronal,Btg3,B cell translocation gene 3,42.0,12228.0,491928275.0,4953.0,2
1084,72007932,25,71167251,coronal,Ufsp1,UFM1-specific peptidase 1,50.0,70240.0,491928275.0,80245.0,2
1085,74047866,25,72147821,coronal,Meis1,Meis homeobox 1,36.0,17268.0,491928275.0,86803.0,2
1086,72338699,25,71298802,coronal,Calcb,"calcitonin-related polypeptide, beta",52.0,116903.0,491928275.0,88401.0,2
1087,72008493,25,71185696,coronal,Wnt9a,"wingless-type MMTV integration site family, member 9A",36.0,216795.0,491928275.0,20722.0,2
1088,70744516,25,70091620,coronal,Stk32c,serine/threonine kinase 32C,52.0,57740.0,491928275.0,75157.0,2
1089,70805935,25,70101566,coronal,Ctnnbip1,catenin beta interacting protein 1,49.0,67087.0,491928275.0,10641.0,2
1090,1870,25,702832,coronal,Tcea3,"transcription elongation factor A (SII), 3",49.0,21401.0,491928275.0,20684.0,2
1091,71717165,25,70999096,coronal,A4galt,"alpha 1,4-galactosyltransferase",41.0,239559.0,491928275.0,9690.0,2
1092,71717142,25,70981815,coronal,Sgcd,"sarcoglycan, delta (dystrophin-associated glycoprotein)",36.0,24052.0,491928275.0,285.0,2
1093,73931404,25,71993643,coronal,Flrt3,fibronectin leucine rich transmembrane protein 3,47.0,71436.0,491928275.0,8322.0,2
1094,73930839,25,71993639,coronal,Samd14,sterile alpha motif domain containing 14,36.0,217125.0,491928275.0,17130.0,2
1095,73930840,25,71993639,coronal,Camkk1,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",36.0,55984.0,491928275.0,10327.0,2
1096,72340183,25,71299303,coronal,6330403A02Rik,RIKEN cDNA 6330403A02 gene,34.0,381310.0,491928275.0,36008.0,2
1097,72340184,25,71299303,coronal,Lrrc38,leucine rich repeat containing 38,49.0,242735.0,491928275.0,77949.0,2
1098,71717614,25,71019332,coronal,Coch,coagulation factor C homolog (Limulus polyphemus),37.0,12810.0,491928275.0,20868.0,2
1099,71717188,25,70999140,coronal,Dio3,"deiodinase, iodothyronine type III",37.0,107585.0,491928275.0,1044.0,2
1100,77371789,25,77238075,coronal,Cab39l,calcium binding protein 39-like,40.0,69008.0,491928275.0,69422.0,2
1101,67870113,25,642841,coronal,Pir,pirin,57.0,69656.0,491928275.0,2717.0,2
1102,67870466,25,642993,coronal,Pfkm,"phosphofructokinase, muscle",41.0,18642.0,491928275.0,20101.0,2
1103,71717604,25,71019332,coronal,Plch1,"phospholipase C, eta 1",48.0,269437.0,491928275.0,88833.0,2
1104,73931408,25,71993643,coronal,Mlip,muscular LMNA-interacting protein,54.0,69642.0,491928275.0,90445.0,2
1105,73788454,25,71733616,coronal,LOC433228,hypothetical gene supported by AK082257,45.0,433228.0,491928275.0,,2
1106,77371795,25,77238075,coronal,Matn4,matrilin 4,47.0,17183.0,491928275.0,2844.0,2
1107,70634256,25,70041865,coronal,Gtf2h2,"general transcription factor II H, polypeptide 2",39.0,23894.0,491928275.0,1159.0,2
1108,70634299,25,70042294,coronal,Hkdc1,hexokinase domain containing 1,35.0,216019.0,491928275.0,128937.0,2
1109,70634235,25,70013786,coronal,Rfx3,"regulatory factor X, 3 (influences HLA class II expression)",45.0,19726.0,491928275.0,7917.0,2
1110,77371799,25,77281674,coronal,Postn,"periostin, osteoblast specific factor",48.0,50706.0,491928275.0,4730.0,2
1111,71717640,25,71019484,coronal,Calb1,calbindin 1,49.0,12307.0,491928275.0,21026.0,2
1112,352,25,702565,coronal,Drd1,dopamine receptor D1,39.0,13488.0,491928275.0,30992.0,2
1113,858,25,702566,coronal,Ptpru,"protein tyrosine phosphatase, receptor type, U",49.0,19273.0,491928275.0,4168.0,2
1114,357,25,702566,coronal,Drd2,dopamine receptor D2,54.0,13489.0,491928275.0,22561.0,2
1115,70616016,25,70013740,coronal,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",42.0,208211.0,491928275.0,5387.0,2
1116,72103809,25,71185709,coronal,Aldh1a1,"aldehyde dehydrogenase family 1, subfamily A1",45.0,11668.0,491928275.0,110441.0,2
1117,70616006,25,70013602,coronal,Prkar1b,"protein kinase, cAMP dependent regulatory, type I beta",50.0,19085.0,491928275.0,37665.0,2
1118,70616004,25,70013602,coronal,Abcd2,"ATP-binding cassette, sub-family D (ALD), member 2",41.0,26874.0,491928275.0,55873.0,2
1119,79912528,25,79398739,coronal,Sox11,SRY (sex determining region Y)-box 11,37.0,20666.0,491928275.0,37733.0,2
1120,77395095,25,77281678,coronal,Tmeff1,transmembrane protein with EGF-like and two follistatin-like domains 1,49.0,230157.0,491928275.0,130458.0,2
1121,74357564,25,73425261,coronal,Pon3,paraoxonase 3,51.0,269823.0,491928275.0,37371.0,2
1122,73992930,25,72010476,coronal,Cnnm1,cyclin M1,45.0,83674.0,491928275.0,10673.0,2
1123,73992933,25,72010476,coronal,Cox4i1,cytochrome c oxidase subunit IV isoform 1,53.0,12857.0,491928275.0,37537.0,2
1124,72008305,25,71185778,coronal,Lypd1,Ly6/Plaur domain containing 1,34.0,72585.0,491928275.0,16937.0,2
1125,71836799,25,71035669,coronal,Rassf3,Ras association (RalGDS/AF-6) domain family member 3,35.0,192678.0,491928275.0,16365.0,2
1126,71670743,25,70929707,coronal,Evi5,ecotropic viral integration site 5,50.0,14020.0,491928275.0,121902.0,2
1127,77371775,25,77281678,coronal,C1qa,"complement component 1, q subcomponent, alpha polypeptide",49.0,12259.0,491928275.0,7249.0,2
1128,77371813,25,77281682,coronal,Whrn,whirlin,49.0,73750.0,491928275.0,18739.0,2
1129,73992940,25,72010481,coronal,Mroh1,maestro heat-like repeat family member 1,41.0,223658.0,491928275.0,44882.0,2
1130,72103843,25,71185713,coronal,Zic1,zinc finger protein of the cerebellum 1,54.0,22771.0,491928275.0,2562.0,2
1131,73817424,25,71733640,coronal,Zcchc12,"zinc finger, CCHC domain containing 12",57.0,72693.0,491928275.0,123852.0,2
1132,72103820,25,71185709,coronal,Igsf11,"immunoglobulin superfamily, member 11",42.0,207683.0,491928275.0,17613.0,2
1133,71836809,25,71035725,coronal,Pip5k1c,"phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma",35.0,18717.0,491928275.0,69032.0,2
1134,74511801,25,73573680,coronal,Disp2,dispatched homolog 2 (Drosophila),47.0,214240.0,491928275.0,24916.0,2
1135,73992938,25,72010481,coronal,Cyld,cylindromatosis (turban tumor syndrome),53.0,74256.0,491928275.0,9069.0,2
1136,73992945,25,72010441,coronal,Dgkh,"diacylglycerol kinase, eta",40.0,380921.0,491928275.0,99373.0,2
1137,77371857,25,77281694,coronal,Gng7,"guanine nucleotide binding protein (G protein), gamma 7",35.0,14708.0,491928275.0,31293.0,2
1138,77413688,25,77281698,coronal,Vldlr,very low density lipoprotein receptor,45.0,22359.0,491928275.0,443.0,2
1139,74511818,25,73573684,coronal,Kif5c,kinesin family member 5C,47.0,16574.0,491928275.0,56234.0,2
1140,77413686,25,77281698,coronal,Ptpn2,"protein tyrosine phosphatase, non-receptor type 2",44.0,19255.0,491928275.0,7497.0,2
1141,74511739,25,73573668,coronal,Ghsr,growth hormone secretagogue receptor,48.0,208188.0,491928275.0,57161.0,2
1142,75651139,25,75064248,coronal,Bcl6,B cell leukemia/lymphoma 6,42.0,12053.0,491928275.0,7640.0,2
1143,75551478,25,75064115,coronal,Grik4,"glutamate receptor, ionotropic, kainate 4",54.0,110637.0,491928275.0,81829.0,2
1144,75551461,25,75064102,coronal,Chrna6,"cholinergic receptor, nicotinic, alpha polypeptide 6",53.0,11440.0,491928275.0,20888.0,2
1145,74047914,25,72172807,coronal,Csrnp2,cysteine-serine-rich nuclear protein 2,41.0,207785.0,491928275.0,32743.0,2
1146,74047913,25,72172807,coronal,Pi4k2a,phosphatidylinositol 4-kinase type 2 alpha,45.0,84095.0,491928275.0,101681.0,2
1147,73994670,25,72010445,coronal,Grsf1,G-rich RNA sequence binding factor 1,50.0,231413.0,491928275.0,20482.0,2
1148,73992720,25,72010453,coronal,Dlgap2,"discs, large (Drosophila) homolog-associated protein 2",53.0,244310.0,491928275.0,3484.0,2
1149,77413698,25,77281702,coronal,Nfix,nuclear factor I/X,53.0,18032.0,491928275.0,1872.0,2
1150,77413704,25,77281702,coronal,Dtna,dystrobrevin alpha,44.0,13527.0,491928275.0,20362.0,2
1151,77414652,25,77294072,coronal,Itm2c,integral membrane protein 2C,34.0,64294.0,491928275.0,11186.0,2
1152,77414123,25,77281706,coronal,Tm2d3,TM2 domain containing 3,52.0,68634.0,491928275.0,12275.0,2
1153,77414125,25,77281706,coronal,Arf1,ADP-ribosylation factor 1,36.0,11840.0,491928275.0,128392.0,2
1154,73992915,25,72010463,coronal,Pard3,par-3 family cell polarity regulator,53.0,93742.0,491928275.0,10489.0,2
1155,73992917,25,72010463,coronal,Scml2,sex comb on midleg-like 2 (Drosophila),57.0,107815.0,491928275.0,38139.0,2
1156,73931383,25,72010458,coronal,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",49.0,56737.0,491928275.0,5930.0,2
1157,1585,25,702835,coronal,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",47.0,14810.0,491928275.0,7187.0,2
1158,70562055,25,69941483,coronal,Gpr155,G protein-coupled receptor 155,47.0,68526.0,491928275.0,16584.0,2
1159,70562103,25,69965045,coronal,Kcnh7,"potassium voltage-gated channel, subfamily H (eag-related), member 7",47.0,170738.0,491928275.0,13249.0,2
1160,70562114,25,69965045,coronal,Kcnq3,"potassium voltage-gated channel, subfamily Q, member 3",41.0,110862.0,491928275.0,20949.0,2
1161,73931384,25,72010458,coronal,Cd109,CD109 antigen,54.0,235505.0,491928275.0,25183.0,2
1162,77414882,25,77294076,coronal,Alkbh6,"alkB, alkylation repair homolog 6 (E. coli)",52.0,233065.0,491928275.0,15555.0,2
1163,77414589,25,77294072,coronal,Tmem64,transmembrane protein 64,49.0,100201.0,491928275.0,45636.0,2
1164,77414600,25,77294072,coronal,Tmem14a,transmembrane protein 14A,34.0,75712.0,491928275.0,36341.0,2
1165,77280417,25,77232695,coronal,Liph,"lipase, member H",42.0,239759.0,491928275.0,71802.0,2
1166,1023,25,702585,coronal,Syt2,synaptotagmin II,34.0,20980.0,491928275.0,22516.0,2
1167,74357576,25,73502205,coronal,Smoc2,SPARC related modular calcium binding 2,43.0,64074.0,491928275.0,11150.0,2
1168,74357580,25,73502169,coronal,Megf11,multiple EGF-like-domains 11,54.0,214058.0,491928275.0,13031.0,2
1169,74357572,25,73502165,coronal,Vat1,vesicle amine transport protein 1 homolog (T californica),36.0,26949.0,491928275.0,36200.0,2
1170,74658160,25,74071281,coronal,Gpr162,G protein-coupled receptor 162,51.0,14788.0,491928275.0,8400.0,2
1171,74658171,25,74071281,coronal,Pomgnt2,"protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2",54.0,215494.0,491928275.0,32795.0,2
1172,74658089,25,74071361,coronal,Kifc5b,kinesin family member C5B,43.0,16580.0,491928275.0,83229.0,2
1173,1752,25,702835,coronal,Irx2,Iroquois related homeobox 2 (Drosophila),39.0,16372.0,491928275.0,56490.0,2
1174,74724776,25,74481141,coronal,Ccdc65,coiled-coil domain containing 65,41.0,105833.0,491928275.0,13226.0,2
1175,74724739,25,74481125,coronal,Grid1,"glutamate receptor, ionotropic, delta 1",40.0,14803.0,491928275.0,69017.0,2
1176,75934525,25,75335336,coronal,Rcsd1,RCSD domain containing 1,34.0,226594.0,491928275.0,33475.0,2
1177,79908848,25,79398735,coronal,Snca,"synuclein, alpha",51.0,20617.0,491928275.0,293.0,2
1178,1579,25,702835,coronal,Atp5a1,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1",44.0,11946.0,491928275.0,2985.0,2
1179,77866868,25,77529354,coronal,Ntm,neurotrimin,54.0,235106.0,491928275.0,41139.0,2
1180,77414923,25,77294080,coronal,Zfand3,"zinc finger, AN1-type domain 3",43.0,21769.0,491928275.0,11077.0,2
1181,74988458,25,74785054,coronal,Itgbl1,"integrin, beta-like 1",40.0,223272.0,491928275.0,3519.0,2
1182,74988462,25,74785054,coronal,1110037F02Rik,RIKEN cDNA 1110037F02 gene,49.0,66185.0,491928275.0,41043.0,2
1183,74988710,25,74784882,coronal,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",51.0,14812.0,491928275.0,646.0,2
1184,74988690,25,74784882,coronal,Gabra2,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2",50.0,14395.0,491928275.0,20217.0,2
1185,74988711,25,74784882,coronal,Ttyh3,tweety homolog 3 (Drosophila),50.0,78339.0,491928275.0,18431.0,2
1186,74658173,25,74083207,coronal,Ndufa10,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10,34.0,67273.0,491928275.0,15342.0,2
1187,74658083,25,74071348,coronal,Mela,melanoma antigen,53.0,17276.0,491928275.0,,2
1188,74047918,25,72172847,coronal,Glul,glutamate-ammonia ligase (glutamine synthetase),34.0,14645.0,491928275.0,37567.0,2
1189,75038412,25,74833938,coronal,Tnfaip8,"tumor necrosis factor, alpha-induced protein 8",44.0,106869.0,491928275.0,8649.0,2
1190,74988657,25,74785066,coronal,Sel1l3,sel-1 suppressor of lin-12-like 3 (C. elegans),50.0,231238.0,491928275.0,9054.0,2
1191,74988759,25,74833331,coronal,Fndc3b,fibronectin type III domain containing 3B,48.0,72007.0,491928275.0,11244.0,2
1192,74988761,25,74833331,coronal,BC005561,cDNA sequence BC005561,50.0,100042165.0,491928275.0,130067.0,2
1193,74988582,25,74785062,coronal,Ttc25,tetratricopeptide repeat domain 25,36.0,74407.0,491928275.0,12860.0,2
1194,74750011,25,74495210,coronal,Lrrc74b,leucine rich repeat containing 74B,42.0,74685.0,491928275.0,25894.0,2
1195,74750012,25,74495210,coronal,6430709H04Rik,RIKEN cDNA 6430709H04 gene,42.0,319228.0,491928275.0,,2
1196,74750263,25,74510837,coronal,Dab1,disabled 1,49.0,13131.0,491928275.0,32084.0,2
1197,74658174,25,74083207,coronal,Ipo4,importin 4,40.0,75751.0,491928275.0,5835.0,2
1198,74581425,25,73634007,coronal,LOC277860,"gene model 1861, (NCBI)",57.0,277860.0,491928275.0,,2
1199,74511946,25,73620045,coronal,Tmem196,transmembrane protein 196,37.0,217951.0,491928275.0,27397.0,2
1200,74511935,25,73620045,coronal,Bves,blood vessel epicardial substance,35.0,23828.0,491928275.0,48497.0,2
1201,74511881,25,73573701,coronal,Gpr176,G protein-coupled receptor 176,47.0,381413.0,491928275.0,5226.0,2
1202,2010,25,702835,coronal,Ldlrap1,low density lipoprotein receptor adaptor protein 1,49.0,100017.0,491928275.0,9219.0,2
1203,77866848,25,77529354,coronal,Gucy1a3,"guanylate cyclase 1, soluble, alpha 3",48.0,60596.0,491928275.0,37360.0,2
1204,75042255,25,74834189,coronal,Rdh5,retinol dehydrogenase 5,35.0,19682.0,491928275.0,2179.0,2
1205,75041549,25,74834137,coronal,Nipa2,non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human),52.0,93790.0,491928275.0,11368.0,2
1206,75042248,25,74834172,coronal,Dok1,docking protein 1,51.0,13448.0,491928275.0,1057.0,2
1207,75042226,25,74834164,coronal,Dpy19l1,dpy-19-like 1 (C. elegans),54.0,244745.0,491928275.0,14762.0,2
1208,75042239,25,74834164,coronal,Cdkl5,cyclin-dependent kinase-like 5,57.0,382253.0,491928275.0,55719.0,2
1209,75038464,25,74833951,coronal,Camk4,calcium/calmodulin-dependent protein kinase IV,44.0,12326.0,491928275.0,100780.0,2
1210,75038463,25,74833951,coronal,Amotl1,angiomotin-like 1,54.0,75723.0,491928275.0,43977.0,2
1211,75041574,25,74834150,coronal,A130014H13Rik,RIKEN cDNA A130014H13 gene,37.0,319630.0,491928275.0,,2
1212,75041585,25,74834150,coronal,Qrfp,pyroglutamylated RFamide peptide,47.0,227717.0,491928275.0,52341.0,2
1213,75042246,25,74834168,coronal,Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1",50.0,12293.0,491928275.0,579.0,2
1214,75041454,25,74834097,coronal,Lrfn2,leucine rich repeat and fibronectin type III domain containing 2,43.0,70530.0,491928275.0,19182.0,2
1215,75041453,25,74834097,coronal,Insig1,insulin induced gene 1,50.0,231070.0,491928275.0,4047.0,2
1216,75041511,25,74834111,coronal,Tcerg1l,transcription elongation regulator 1-like,52.0,70571.0,491928275.0,52165.0,2
1217,75041514,25,74834133,coronal,Tmc1,transmembrane channel-like gene family 1,45.0,13409.0,491928275.0,23670.0,2
1218,75041433,25,74833955,coronal,Fmnl1,formin-like 1,36.0,57778.0,491928275.0,55935.0,2
1219,75038402,25,74833938,coronal,Pnoc,prepronociceptin,40.0,18155.0,491928275.0,4537.0,2
1220,74988751,25,74833327,coronal,LOC214238,similar to Sodium channel beta-2 subunit precursor,54.0,214238.0,491928275.0,,2
1221,74988739,25,74833315,coronal,Zfhx4,zinc finger homeodomain 4,48.0,80892.0,491928275.0,23477.0,2
1222,74988741,25,74833315,coronal,Kansl3,KAT8 regulatory NSL complex subunit 3,34.0,226976.0,491928275.0,9949.0,2
1223,74988748,25,74833323,coronal,E030007A22Rik,RIKEN cDNA E030007A22 gene,39.0,328245.0,491928275.0,,2
1224,1868,25,702836,coronal,Tbl2,transducin (beta)-like 2,50.0,27368.0,491928275.0,8260.0,2
1225,2675,25,702836,coronal,Med24,mediator complex subunit 24,36.0,23989.0,491928275.0,40795.0,2
1226,2509,25,702836,coronal,Ptpn18,"protein tyrosine phosphatase, non-receptor type 18",34.0,19253.0,491928275.0,74971.0,2
1227,2525,25,702838,coronal,Relb,avian reticuloendotheliosis viral (v-rel) oncogene related B,52.0,19698.0,491928275.0,4747.0,2
1228,1742,25,702839,coronal,Dtd1,D-tyrosyl-tRNA deacylase 1,47.0,66044.0,491928275.0,5518.0,2
1229,1217,25,702783,coronal,Icosl,icos ligand,35.0,50723.0,491928275.0,49412.0,2
1230,1860,25,702823,coronal,Syngr3,synaptogyrin 3,43.0,20974.0,491928275.0,3101.0,2
1231,75,25,702626,coronal,Adcy3,adenylate cyclase 3,37.0,104111.0,491928275.0,2978.0,2
1232,2089,25,702587,coronal,Agap3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",50.0,213990.0,491928275.0,23742.0,2
1233,2747,25,702582,coronal,Ltn1,listerin E3 ubiquitin protein ligase 1,42.0,78913.0,491928275.0,32272.0,2
1234,67870084,25,642841,coronal,Chchd3,coiled-coil-helix-coiled-coil-helix domain containing 3,51.0,66075.0,491928275.0,9851.0,2
1235,1645,25,702823,coronal,Slc39a5,"solute carrier family 39 (metal ion transporter), member 5",35.0,72002.0,491928275.0,57083.0,2
1236,1732,25,702823,coronal,Gng11,"guanine nucleotide binding protein (G protein), gamma 11",51.0,66066.0,491928275.0,3045.0,2
1237,1514,25,702584,coronal,Ndel1,nuclear distribution gene E-like homolog 1 (A. nidulans),36.0,83431.0,491928275.0,32567.0,2
1238,1717,25,702842,coronal,Folr2,folate receptor 2 (fetal),52.0,14276.0,491928275.0,627.0,2
1239,71,25,702626,coronal,9130024F11Rik,RIKEN cDNA 9130024F11 gene,34.0,329160.0,491928275.0,,2
1240,73,25,702626,coronal,Adcy2,adenylate cyclase 2,39.0,210044.0,491928275.0,75133.0,2
1241,1041,25,702592,coronal,Tbr1,T-box brain gene 1,47.0,21375.0,491928275.0,4807.0,2
1242,2075,25,702842,coronal,Sdccag3,serologically defined colon cancer antigen 3,47.0,68112.0,491928275.0,74578.0,2
1243,75651150,25,75064045,coronal,6430573F11Rik,RIKEN cDNA 6430573F11 gene,53.0,319582.0,491928275.0,35306.0,2
1244,1311,25,702611,coronal,Morc3,microrchidia 3,42.0,338467.0,491928275.0,32257.0,2
1245,219,25,702605,coronal,Cd1d1,CD1d1 antigen,48.0,12479.0,491928275.0,1337.0,2
1246,70562043,25,69914417,coronal,Gabra3,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3",57.0,14396.0,491928275.0,20218.0,2
1247,2391,25,702844,coronal,Pam16,presequence translocase-asssociated motor 16 homolog (S. cerevisiae),42.0,66449.0,491928275.0,41100.0,2
1248,314,25,702615,coronal,Tnrc6a,trinucleotide repeat containing 6a,52.0,233833.0,491928275.0,41399.0,2
1249,17,25,702614,coronal,Mageh1,"melanoma antigen, family H, 1",57.0,75625.0,491928275.0,8545.0,2
1250,2448,25,702609,coronal,Olig2,oligodendrocyte transcription factor 2,42.0,50913.0,491928275.0,4241.0,2
1251,1061,25,702609,coronal,Tle1,"transducin-like enhancer of split 1, homolog of Drosophila E(spl)",49.0,21885.0,491928275.0,21058.0,2
1252,75146003,25,75023622,coronal,Zswim6,zinc finger SWIM-type containing 6,39.0,67263.0,491928275.0,83517.0,2
1253,75042256,25,74834189,coronal,Lrrc16a,leucine rich repeat containing 16A,39.0,68732.0,491928275.0,9757.0,2
1254,74988763,25,74833339,coronal,Gpd1l,glycerol-3-phosphate dehydrogenase 1-like,54.0,333433.0,491928275.0,56097.0,2
1255,74988747,25,74833323,coronal,Vegfa,vascular endothelial growth factor A,43.0,22339.0,491928275.0,2534.0,2
1256,74047926,25,72962232,coronal,Pacsin1,protein kinase C and casein kinase substrate in neurons 1,43.0,23969.0,491928275.0,22674.0,2
1257,70562045,25,69914417,coronal,Gpr161,G protein-coupled receptor 161,34.0,240888.0,491928275.0,17824.0,2
1258,77280582,25,77232707,coronal,Ly6g6e,"lymphocyte antigen 6 complex, locus G6E",43.0,70274.0,491928275.0,41553.0,2
1259,75042263,25,74865107,coronal,Nek2,NIMA (never in mitosis gene a)-related expressed kinase 2,34.0,18005.0,491928275.0,74441.0,2
1260,75042260,25,74865107,coronal,Tk2,"thymidine kinase 2, mitochondrial",53.0,57813.0,491928275.0,3392.0,2
1261,74988765,25,74833339,coronal,Hs3st2,heparan sulfate (glucosamine) 3-O-sulfotransferase 2,52.0,195646.0,491928275.0,21220.0,2
1262,74988757,25,74833331,coronal,LOC433311,LOC433311,34.0,433311.0,491928275.0,,2
1263,74988734,25,74785070,coronal,Nfic,nuclear factor I/C,35.0,18029.0,491928275.0,4088.0,2
1264,74988733,25,74785070,coronal,En2,engrailed 2,50.0,13799.0,491928275.0,55579.0,2
1265,74749957,25,74495161,coronal,Tnxb,tenascin XB,43.0,81877.0,491928275.0,49589.0,2
1266,74750019,25,74495215,coronal,Pcdh8,protocadherin 8,40.0,18530.0,491928275.0,1943.0,2
1267,74581445,25,73634011,coronal,Pcdhb18,protocadherin beta 18,44.0,93889.0,491928275.0,56829.0,2
1268,74581440,25,73634011,coronal,Ostn,osteocrin,42.0,239790.0,491928275.0,45675.0,2
1269,74272480,25,72962948,coronal,Ppfibp1,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",51.0,67533.0,491928275.0,2685.0,2
1270,74272476,25,72962948,coronal,Chl1,cell adhesion molecule with homology to L1CAM,51.0,12661.0,491928275.0,21314.0,2
